load from checkpoint/plane-5crop/k4/best.pth.tar
Train  (('AD', 151), ('CN', 183))
-2.0 -2.0 -2.0 0.9899367094039917 0.01006323006004095
-2.0 -2.0 -2.0 0.9935725927352905 0.006427429616451263
-2.0 -2.0 -2.0 0.9908359050750732 0.009164047427475452
-2.0 -2.0 -2.0 0.9872772097587585 0.0127228032797575
-2.0 -2.0 -2.0 0.9858179688453674 0.014182042330503464
-2.0 -2.0 -2.0 0.9935872554779053 0.0064127203077077866
-2.0 -2.0 -2.0 0.9917380213737488 0.008261960931122303
-2.0 -2.0 -2.0 0.9765850901603699 0.02341490611433983
-2.0 -2.0 -2.0 0.991087019443512 0.00891300942748785
-2.0 -2.0 -2.0 0.9894543886184692 0.010545576922595501
-2.0 -2.0 -2.0 0.9940735697746277 0.005926502402871847
-2.0 -2.0 -2.0 0.9750691652297974 0.024930862709879875
-2.0 -2.0 -2.0 0.9874507188796997 0.012549255974590778
-2.0 -2.0 -2.0 0.9899348616600037 0.010065140202641487
-2.0 -2.0 -2.0 0.9911686182022095 0.008831346407532692
-2.0 -2.0 -2.0 0.9888713955879211 0.011128607206046581
-2.0 -2.0 -2.0 0.9942994117736816 0.005700552836060524
-2.0 -2.0 -2.0 0.9962693452835083 0.003730651456862688
-2.0 -2.0 -2.0 0.9928730726242065 0.007126885466277599
-2.0 -2.0 -2.0 0.9897955060005188 0.010204482823610306
-2.0 -2.0 -2.0 0.9912864565849304 0.008713583461940289
-2.0 -2.0 -2.0 0.9885143637657166 0.01148559432476759
-2.0 -2.0 -2.0 0.9941217303276062 0.005878314841538668
-2.0 -2.0 -2.0 0.9891513586044312 0.010848679579794407
-2.0 -2.0 -2.0 0.9802349805831909 0.019764957949519157
-2.0 -2.0 -2.0 0.9942321181297302 0.005767898168414831
-2.0 -2.0 -2.0 0.9878278970718384 0.012172074057161808
-2.0 -2.0 -2.0 0.9916619062423706 0.008338073268532753
-2.0 -2.0 -2.0 0.995559811592102 0.004440139047801495
-2.0 -2.0 -2.0 0.9855339527130127 0.014465977437794209
-2.0 -2.0 -2.0 0.9922176599502563 0.0077823251485824585
-2.0 -2.0 -2.0 0.9963343143463135 0.0036656165029853582
-2.0 -2.0 -2.0 0.9891830086708069 0.010816994123160839
-2.0 -2.0 -1.0 0.9934191107749939 0.006580856163054705
-2.0 -2.0 -1.0 0.9929094314575195 0.007090544328093529
-2.0 -2.0 -1.0 0.9909772872924805 0.009022675454616547
-2.0 -2.0 -1.0 0.9803341031074524 0.01966589316725731
-2.0 -2.0 -1.0 0.9910873770713806 0.008912664838135242
-2.0 -2.0 -1.0 0.9918304085731506 0.008169591426849365
-2.0 -2.0 -1.0 0.9931761622428894 0.0068238056264817715
-2.0 -2.0 -1.0 0.9863976836204529 0.013602333143353462
-2.0 -2.0 -1.0 0.9968532919883728 0.0031466849613934755
-2.0 -2.0 -1.0 0.9905765056610107 0.009423469193279743
-2.0 -2.0 -1.0 0.9919306635856628 0.008069277741014957
-2.0 -2.0 -1.0 0.9867571592330933 0.013242858462035656
-2.0 -2.0 -1.0 0.9946423768997192 0.005357623565942049
-2.0 -2.0 -1.0 0.9806288480758667 0.019371192902326584
-2.0 -2.0 -1.0 0.9957463145256042 0.004253742750734091
-2.0 -2.0 -1.0 0.9901965856552124 0.009803357534110546
-2.0 -2.0 -1.0 0.9911556243896484 0.008844391442835331
-2.0 -2.0 -1.0 0.9917455315589905 0.008254462853074074
-2.0 -2.0 -1.0 0.9911634922027588 0.008836490102112293
-2.0 -2.0 -1.0 0.9856928586959839 0.014307108707726002
-2.0 -2.0 -1.0 0.9943482279777527 0.005651761312037706
-2.0 -2.0 -1.0 0.9917036294937134 0.008296367712318897
-2.0 -2.0 -1.0 0.9951295852661133 0.004870439413934946
-2.0 -2.0 -1.0 0.9816570281982422 0.01834294945001602
-2.0 -2.0 -1.0 0.9900509715080261 0.009949017316102982
-2.0 -2.0 -1.0 0.9931384921073914 0.006861486472189426
-2.0 -2.0 -1.0 0.9859069585800171 0.014093019999563694
-2.0 -2.0 -1.0 0.9923897385597229 0.00761021813377738
-2.0 -2.0 -1.0 0.986400842666626 0.013599211350083351
-2.0 -2.0 -1.0 0.9892742037773132 0.010725787840783596
-2.0 -2.0 -1.0 0.9883860349655151 0.01161397248506546
-2.0 -2.0 -1.0 0.9875563979148865 0.012443609535694122
-2.0 -2.0 -1.0 0.9871800541877747 0.012819976545870304
-2.0 -2.0 -1.0 0.993787944316864 0.006212074775248766
-2.0 -2.0 -1.0 0.9767304062843323 0.023269644007086754
-2.0 -2.0 -1.0 0.9929594993591309 0.007040569093078375
-2.0 -2.0 -1.0 0.9652324318885803 0.03476756066083908
-2.0 -2.0 -1.0 0.9923615455627441 0.007638406474143267
-2.0 -2.0 -1.0 0.9848604798316956 0.015139498747885227
-2.0 -2.0 -1.0 0.9724025726318359 0.02759738452732563
-2.0 -2.0 -1.0 0.9940536618232727 0.005946303252130747
-2.0 -2.0 -1.0 0.9919613003730774 0.008038710802793503
-2.0 -2.0 -1.0 0.9852576851844788 0.014742364175617695
-2.0 -2.0 -1.0 0.992385745048523 0.007614241912961006
-2.0 -2.0 -1.0 0.9906591176986694 0.009340845048427582
-2.0 -2.0 -1.0 0.9895027875900269 0.010497200302779675
-2.0 -2.0 -1.0 0.9855321049690247 0.014467917382717133
-2.0 -2.0 -1.0 0.9793563485145569 0.02064370922744274
-2.0 -2.0 -1.0 0.9861620664596558 0.013837960548698902
-2.0 -2.0 -1.0 0.9698087573051453 0.030191268771886826
-2.0 -2.0 -1.0 0.992324948310852 0.0076750498265028
-2.0 -2.0 -1.0 0.9863481521606445 0.013651864603161812
-2.0 -2.0 -1.0 0.9770350456237793 0.02296489104628563
-2.0 -2.0 -1.0 0.9961174726486206 0.003882502904161811
-2.0 -2.0 -1.0 0.985309898853302 0.014690161682665348
-2.0 -2.0 -1.0 0.9908193945884705 0.009180541150271893
-2.0 -2.0 -1.0 0.9885926246643066 0.011407347396016121
-2.0 -2.0 -1.0 0.9894787669181824 0.01052126009017229
-2.0 -2.0 -1.0 0.9874528050422668 0.012547211721539497
-2.0 -2.0 -1.0 0.9854001402854919 0.014599883928894997
-2.0 -2.0 -1.0 0.9894263744354248 0.010573671199381351
-2.0 -2.0 -1.0 0.9862580299377441 0.013741893693804741
-2.0 -2.0 -1.0 0.9727460741996765 0.027253935113549232
-2.0 -2.0 -1.0 0.9941421151161194 0.005857852287590504
-2.0 -2.0 -1.0 0.988179087638855 0.011820831336081028
-2.0 -2.0 -1.0 0.9919430017471313 0.008056986145675182
-2.0 -2.0 -1.0 0.9858945608139038 0.014105407521128654
-2.0 -2.0 -1.0 0.9873255491256714 0.012674469500780106
-2.0 -2.0 -1.0 0.9930506944656372 0.006949275266379118
-2.0 -2.0 -1.0 0.98797208070755 0.012027913704514503
-2.0 -2.0 -1.0 0.9840081930160522 0.015991782769560814
-2.0 -2.0 -1.0 0.9839015603065491 0.01609845645725727
-2.0 -2.0 -1.0 0.9932952523231506 0.006704704370349646
-2.0 -2.0 -1.0 0.9909217953681946 0.00907821860164404
-2.0 -2.0 -1.0 0.9732142090797424 0.026785846799612045
-2.0 -2.0 -1.0 0.9905368685722351 0.009463167749345303
-2.0 -2.0 -1.0 0.9880309700965881 0.011969081126153469
-2.0 -2.0 -1.0 0.993716299533844 0.006283729802817106
-2.0 -2.0 -1.0 0.9696453213691711 0.030354714021086693
-2.0 -2.0 -1.0 0.9859156608581543 0.014084403403103352
-2.0 -2.0 -1.0 0.9883137941360474 0.011686166748404503
-2.0 -2.0 -1.0 0.9903010129928589 0.009699027985334396
-2.0 -2.0 -1.0 0.9875319600105286 0.012468057684600353
-2.0 -2.0 -1.0 0.9930204749107361 0.00697947246953845
-2.0 -2.0 -1.0 0.9957776069641113 0.004222383257001638
-2.0 -2.0 -1.0 0.9912071824073792 0.008792820386588573
-2.0 -2.0 -1.0 0.9882986545562744 0.011701277457177639
-2.0 -2.0 -1.0 0.9902631044387817 0.009736904874444008
-2.0 -2.0 -1.0 0.9865649938583374 0.013435066677629948
-2.0 -2.0 -1.0 0.9938156604766846 0.006184385158121586
-2.0 -2.0 -1.0 0.9876365065574646 0.012363547459244728
-2.0 -2.0 -1.0 0.9762054681777954 0.023794498294591904
-2.0 -2.0 -1.0 0.9937348961830139 0.006265079602599144
-2.0 -2.0 -1.0 0.9863496422767639 0.013650388456881046
-2.0 -2.0 -1.0 0.9904707670211792 0.00952922087162733
-2.0 -2.0 -1.0 0.9948831796646118 0.005116861779242754
-2.0 -2.0 -1.0 0.9831365942955017 0.016863450407981873
-2.0 -2.0 -1.0 0.9916514754295349 0.008348488248884678
-2.0 -2.0 -1.0 0.9957805871963501 0.004219445399940014
-2.0 -2.0 -1.0 0.9874016642570496 0.012598371133208275
-2.0 -2.0 0.0 0.991958498954773 0.008041462861001492
-2.0 -2.0 0.0 0.9913022518157959 0.008697720244526863
-2.0 -2.0 0.0 0.9877560138702393 0.012244020588696003
-2.0 -2.0 0.0 0.9748952388763428 0.025104785338044167
-2.0 -2.0 0.0 0.9881274104118347 0.011872521601617336
-2.0 -2.0 0.0 0.9894546270370483 0.010545448400080204
-2.0 -2.0 0.0 0.9918646216392517 0.008135305717587471
-2.0 -2.0 0.0 0.9807830452919006 0.019216960296034813
-2.0 -2.0 0.0 0.9964755177497864 0.003524456638842821
-2.0 -2.0 0.0 0.9881685376167297 0.011831508949398994
-2.0 -2.0 0.0 0.989485502243042 0.010514430701732635
-2.0 -2.0 0.0 0.9842394590377808 0.01576053351163864
-2.0 -2.0 0.0 0.9932386875152588 0.006761327385902405
-2.0 -2.0 0.0 0.9789952635765076 0.021004747599363327
-2.0 -2.0 0.0 0.9951457381248474 0.004854288417845964
-2.0 -2.0 0.0 0.9865836501121521 0.013416365720331669
-2.0 -2.0 0.0 0.9876366257667542 0.012363413348793983
-2.0 -2.0 0.0 0.9890991449356079 0.010900923050940037
-2.0 -2.0 0.0 0.9881712198257446 0.011828834190964699
-2.0 -2.0 0.0 0.9844363927841187 0.015563580207526684
-2.0 -2.0 0.0 0.9928355813026428 0.007164423353970051
-2.0 -2.0 0.0 0.9895820617675781 0.010417915880680084
-2.0 -2.0 0.0 0.9940617680549622 0.005938225891441107
-2.0 -2.0 0.0 0.9754011631011963 0.024598827585577965
-2.0 -2.0 0.0 0.987544059753418 0.012455969117581844
-2.0 -2.0 0.0 0.9911832809448242 0.008816770277917385
-2.0 -2.0 0.0 0.9802451729774475 0.0197548046708107
-2.0 -2.0 0.0 0.9906230568885803 0.009376950562000275
-2.0 -2.0 0.0 0.9812344908714294 0.018765518441796303
-2.0 -2.0 0.0 0.9879044890403748 0.012095529586076736
-2.0 -2.0 0.0 0.9836042523384094 0.01639574207365513
-2.0 -2.0 0.0 0.9838207960128784 0.016179250553250313
-2.0 -2.0 0.0 0.9821069836616516 0.01789301261305809
-2.0 -2.0 0.0 0.9923263788223267 0.007673691958189011
-2.0 -2.0 0.0 0.9671268463134766 0.032873090356588364
-2.0 -2.0 0.0 0.990587592124939 0.009412430226802826
-2.0 -2.0 0.0 0.9613518118858337 0.03864820674061775
-2.0 -2.0 0.0 0.9895448088645935 0.010455184616148472
-2.0 -2.0 0.0 0.9787455797195435 0.021254442632198334
-2.0 -2.0 0.0 0.9507067799568176 0.049293238669633865
-2.0 -2.0 0.0 0.9926621913909912 0.007337791845202446
-2.0 -2.0 0.0 0.9900795221328735 0.009920509532094002
-2.0 -2.0 0.0 0.9794498682022095 0.020550157874822617
-2.0 -2.0 0.0 0.9901290535926819 0.009870988316833973
-2.0 -2.0 0.0 0.9876476526260376 0.012352349236607552
-2.0 -2.0 0.0 0.9863244891166687 0.013675506226718426
-2.0 -2.0 0.0 0.9796037077903748 0.02039632573723793
-2.0 -2.0 0.0 0.9701241254806519 0.02987591177225113
-2.0 -2.0 0.0 0.9817129969596863 0.018287010490894318
-2.0 -2.0 0.0 0.9557633996009827 0.044236667454242706
-2.0 -2.0 0.0 0.989207923412323 0.010792016051709652
-2.0 -2.0 0.0 0.9818748831748962 0.018125124275684357
-2.0 -2.0 0.0 0.9658568501472473 0.034143075346946716
-2.0 -2.0 0.0 0.9957774877548218 0.004222527612000704
-2.0 -2.0 0.0 0.9820621609687805 0.017937811091542244
-2.0 -2.0 0.0 0.9884634613990784 0.011536519974470139
-2.0 -2.0 0.0 0.9840287566184998 0.015971273183822632
-2.0 -2.0 0.0 0.9852837324142456 0.014716274105012417
-2.0 -2.0 0.0 0.982326328754425 0.017673669382929802
-2.0 -2.0 0.0 0.9799205660820007 0.020079467445611954
-2.0 -2.0 0.0 0.9860122799873352 0.013987667858600616
-2.0 -2.0 0.0 0.9816379547119141 0.018362069502472878
-2.0 -2.0 0.0 0.959425687789917 0.0405743233859539
-2.0 -2.0 0.0 0.9930843114852905 0.00691569596529007
-2.0 -2.0 0.0 0.9857425689697266 0.014257458969950676
-2.0 -2.0 0.0 0.989997923374176 0.010002091526985168
-2.0 -2.0 0.0 0.9812365770339966 0.018763411790132523
-2.0 -2.0 0.0 0.9850044250488281 0.014995577745139599
-2.0 -2.0 0.0 0.9914473295211792 0.008552680723369122
-2.0 -2.0 0.0 0.9863790273666382 0.013621021993458271
-2.0 -2.0 0.0 0.9803080558776855 0.01969187520444393
-2.0 -2.0 0.0 0.9769390225410461 0.023060927167534828
-2.0 -2.0 0.0 0.9908782839775085 0.009121710434556007
-2.0 -2.0 0.0 0.9874579310417175 0.01254214532673359
-2.0 -2.0 0.0 0.9612523317337036 0.03874766454100609
-2.0 -2.0 0.0 0.9864006042480469 0.013599403202533722
-2.0 -2.0 0.0 0.9858846068382263 0.014115451835095882
-2.0 -2.0 0.0 0.9922643899917603 0.0077356151305139065
-2.0 -2.0 0.0 0.9589585661888123 0.041041407734155655
-2.0 -2.0 0.0 0.980059802532196 0.01994028128683567
-2.0 -2.0 0.0 0.9860358238220215 0.013964163139462471
-2.0 -2.0 0.0 0.9888777136802673 0.011122312396764755
-2.0 -2.0 0.0 0.9830766916275024 0.016923367977142334
-2.0 -2.0 0.0 0.991607666015625 0.008392342366278172
-2.0 -2.0 0.0 0.9949132204055786 0.005086787510663271
-2.0 -2.0 0.0 0.9874318838119507 0.012568161822855473
-2.0 -2.0 0.0 0.9857404828071594 0.01425955817103386
-2.0 -2.0 0.0 0.9889201521873474 0.011079843156039715
-2.0 -2.0 0.0 0.9838756918907166 0.01612427458167076
-2.0 -2.0 0.0 0.9923075437545776 0.007692472543567419
-2.0 -2.0 0.0 0.982422947883606 0.017577072605490685
-2.0 -2.0 0.0 0.9677234292030334 0.03227660432457924
-2.0 -2.0 0.0 0.9923087358474731 0.007691205479204655
-2.0 -2.0 0.0 0.9848347902297974 0.015165165066719055
-2.0 -2.0 0.0 0.9867045879364014 0.013295464217662811
-2.0 -2.0 0.0 0.9941595792770386 0.005840406287461519
-2.0 -2.0 0.0 0.9793811440467834 0.02061884105205536
-2.0 -2.0 0.0 0.9891226887702942 0.010877308435738087
-2.0 -2.0 0.0 0.9954270124435425 0.004573008976876736
-2.0 -2.0 0.0 0.9835681915283203 0.016431814059615135
-2.0 -2.0 1.0 0.989054799079895 0.010945145040750504
-2.0 -2.0 1.0 0.9888506531715393 0.011149364523589611
-2.0 -2.0 1.0 0.9818196296691895 0.018180325627326965
-2.0 -2.0 1.0 0.9643941521644592 0.03560588136315346
-2.0 -2.0 1.0 0.9851421117782593 0.01485791802406311
-2.0 -2.0 1.0 0.986049234867096 0.01395073626190424
-2.0 -2.0 1.0 0.9886904954910278 0.011309423483908176
-2.0 -2.0 1.0 0.9758394956588745 0.024160465225577354
-2.0 -2.0 1.0 0.9957707524299622 0.0042292047291994095
-2.0 -2.0 1.0 0.984026312828064 0.015973694622516632
-2.0 -2.0 1.0 0.9862191081047058 0.013780878856778145
-2.0 -2.0 1.0 0.9773893356323242 0.022610710933804512
-2.0 -2.0 1.0 0.9913432598114014 0.00865672342479229
-2.0 -2.0 1.0 0.9752923846244812 0.024707648903131485
-2.0 -2.0 1.0 0.9936515092849731 0.006348498165607452
-2.0 -2.0 1.0 0.982703447341919 0.017296627163887024
-2.0 -2.0 1.0 0.9841299057006836 0.015870096161961555
-2.0 -2.0 1.0 0.9861459136009216 0.01385412085801363
-2.0 -2.0 1.0 0.9840458631515503 0.015954172238707542
-2.0 -2.0 1.0 0.9774227738380432 0.022577233612537384
-2.0 -2.0 1.0 0.9910330176353455 0.008966999128460884
-2.0 -2.0 1.0 0.985977053642273 0.01402288954705
-2.0 -2.0 1.0 0.9920647740364075 0.007935184985399246
-2.0 -2.0 1.0 0.9681393504142761 0.03186068683862686
-2.0 -2.0 1.0 0.9821387529373169 0.017861247062683105
-2.0 -2.0 1.0 0.9896134734153748 0.01038654986768961
-2.0 -2.0 1.0 0.9726942777633667 0.027305664494633675
-2.0 -2.0 1.0 0.9877628087997437 0.012237193994224072
-2.0 -2.0 1.0 0.9783568978309631 0.021643100306391716
-2.0 -2.0 1.0 0.9830354452133179 0.01696457527577877
-2.0 -2.0 1.0 0.9797082543373108 0.020291728898882866
-2.0 -2.0 1.0 0.9790705442428589 0.020929425954818726
-2.0 -2.0 1.0 0.9778013825416565 0.022198662161827087
-2.0 -2.0 1.0 0.9894040822982788 0.010595983825623989
-2.0 -2.0 1.0 0.9506592750549316 0.049340665340423584
-2.0 -2.0 1.0 0.9877927899360657 0.012207177467644215
-2.0 -2.0 1.0 0.9540924429893494 0.04590751230716705
-2.0 -2.0 1.0 0.986943244934082 0.013056786730885506
-2.0 -2.0 1.0 0.9744534492492676 0.025546584278345108
-2.0 -2.0 1.0 0.9335097074508667 0.0664902850985527
-2.0 -2.0 1.0 0.9902368187904358 0.009763220325112343
-2.0 -2.0 1.0 0.9886890053749084 0.011311001144349575
-2.0 -2.0 1.0 0.9728401303291321 0.027159882709383965
-2.0 -2.0 1.0 0.9871426820755005 0.012857293710112572
-2.0 -2.0 1.0 0.9844707250595093 0.015529324300587177
-2.0 -2.0 1.0 0.9806075096130371 0.019392462447285652
-2.0 -2.0 1.0 0.976251482963562 0.023748524487018585
-2.0 -2.0 1.0 0.9630732536315918 0.03692673146724701
-2.0 -2.0 1.0 0.9772723913192749 0.022727638483047485
-2.0 -2.0 1.0 0.9523309469223022 0.04766911268234253
-2.0 -2.0 1.0 0.9857595562934875 0.014240467920899391
-2.0 -2.0 1.0 0.9767125248908997 0.02328740991652012
-2.0 -2.0 1.0 0.9609891772270203 0.039010871201753616
-2.0 -2.0 1.0 0.9940475225448608 0.005952485371381044
-2.0 -2.0 1.0 0.9783675074577332 0.021632522344589233
-2.0 -2.0 1.0 0.9851093292236328 0.014890644699335098
-2.0 -2.0 1.0 0.9802199006080627 0.019780157133936882
-2.0 -2.0 1.0 0.980244517326355 0.019755449146032333
-2.0 -2.0 1.0 0.9783395528793335 0.021660475060343742
-2.0 -2.0 1.0 0.9728144407272339 0.027185581624507904
-2.0 -2.0 1.0 0.9833179712295532 0.01668202131986618
-2.0 -2.0 1.0 0.9757431149482727 0.024256890639662743
-2.0 -2.0 1.0 0.9553443193435669 0.04465572163462639
-2.0 -2.0 1.0 0.9917008280754089 0.0082991449162364
-2.0 -2.0 1.0 0.9810094833374023 0.018990568816661835
-2.0 -2.0 1.0 0.9872937202453613 0.012706270441412926
-2.0 -2.0 1.0 0.9734203815460205 0.02657964453101158
-2.0 -2.0 1.0 0.9802062511444092 0.01979372464120388
-2.0 -2.0 1.0 0.9890707731246948 0.010929216630756855
-2.0 -2.0 1.0 0.9828821420669556 0.017117924988269806
-2.0 -2.0 1.0 0.9768515229225159 0.0231484267860651
-2.0 -2.0 1.0 0.9717813730239868 0.028218712657690048
-2.0 -2.0 1.0 0.9900602102279663 0.009939730167388916
-2.0 -2.0 1.0 0.983720064163208 0.016279950737953186
-2.0 -2.0 1.0 0.9557028412818909 0.044297218322753906
-2.0 -2.0 1.0 0.9825563430786133 0.01744367741048336
-2.0 -2.0 1.0 0.9806861877441406 0.01931384764611721
-2.0 -2.0 1.0 0.9893920421600342 0.010607916861772537
-2.0 -2.0 1.0 0.9464978575706482 0.05350213870406151
-2.0 -2.0 1.0 0.9738553762435913 0.026144640520215034
-2.0 -2.0 1.0 0.9827651381492615 0.01723482832312584
-2.0 -2.0 1.0 0.9845346212387085 0.015465367585420609
-2.0 -2.0 1.0 0.978444516658783 0.02155548706650734
-2.0 -2.0 1.0 0.9878373146057129 0.012162622064352036
-2.0 -2.0 1.0 0.9935886859893799 0.006411350332200527
-2.0 -2.0 1.0 0.9834518432617188 0.016548186540603638
-2.0 -2.0 1.0 0.9820533990859985 0.017946600914001465
-2.0 -2.0 1.0 0.9859461188316345 0.014053843915462494
-2.0 -2.0 1.0 0.9809995889663696 0.01900044083595276
-2.0 -2.0 1.0 0.9901813864707947 0.009818593971431255
-2.0 -2.0 1.0 0.980268657207489 0.0197313129901886
-2.0 -2.0 1.0 0.9624410271644592 0.03755903244018555
-2.0 -2.0 1.0 0.990459680557251 0.009540343657135963
-2.0 -2.0 1.0 0.9806044101715088 0.01939556375145912
-2.0 -2.0 1.0 0.983989417552948 0.016010567545890808
-2.0 -2.0 1.0 0.9924747347831726 0.007525303866714239
-2.0 -2.0 1.0 0.9729185700416565 0.02708141691982746
-2.0 -2.0 1.0 0.986522376537323 0.013477572239935398
-2.0 -2.0 1.0 0.9940158128738403 0.005984203424304724
-2.0 -2.0 1.0 0.9766206741333008 0.023379387333989143
-2.0 -2.0 2.0 0.9847418069839478 0.015258191153407097
-2.0 -2.0 2.0 0.9841158986091614 0.01588413491845131
-2.0 -2.0 2.0 0.9783161282539368 0.021683871746063232
-2.0 -2.0 2.0 0.9378329515457153 0.06216709315776825
-2.0 -2.0 2.0 0.9778404831886292 0.022159529849886894
-2.0 -2.0 2.0 0.9843595623970032 0.01564045436680317
-2.0 -2.0 2.0 0.9847946763038635 0.015205311588943005
-2.0 -2.0 2.0 0.9619406461715698 0.03805935010313988
-2.0 -2.0 2.0 0.9935146570205688 0.006485324818640947
-2.0 -2.0 2.0 0.980420708656311 0.019579270854592323
-2.0 -2.0 2.0 0.9800935387611389 0.019906481727957726
-2.0 -2.0 2.0 0.9744900465011597 0.025509975850582123
-2.0 -2.0 2.0 0.9895825386047363 0.010417463257908821
-2.0 -2.0 2.0 0.9716686606407166 0.02833130955696106
-2.0 -2.0 2.0 0.9914177656173706 0.008582246489822865
-2.0 -2.0 2.0 0.9748861789703369 0.025113826617598534
-2.0 -2.0 2.0 0.9772347211837769 0.02276531234383583
-2.0 -2.0 2.0 0.9807291626930237 0.019270895048975945
-2.0 -2.0 2.0 0.9774124622344971 0.022587567567825317
-2.0 -2.0 2.0 0.9735446572303772 0.026455294340848923
-2.0 -2.0 2.0 0.9863641858100891 0.013635859824717045
-2.0 -2.0 2.0 0.9778282046318054 0.02217182330787182
-2.0 -2.0 2.0 0.9898766875267029 0.010123278945684433
-2.0 -2.0 2.0 0.9546120762825012 0.04538785293698311
-2.0 -2.0 2.0 0.9748653173446655 0.02513471618294716
-2.0 -2.0 2.0 0.9852708578109741 0.014729154296219349
-2.0 -2.0 2.0 0.9623112678527832 0.03768869489431381
-2.0 -2.0 2.0 0.979385495185852 0.020614488050341606
